trial,score,validity_rate,avg_cost,n_runs,n_valid,elapsed_s,pruned,base_penalty_factor,omega2_over_omega1,p_origin_penalty_w,p_delivery_once_w,p_position_once_w,p_dest_inclusion_w,p_consecutiveness_w,p_capacity_w,reward_regular,reward_tp_depot,reward_depot_tp
62,1000000000.0,0.0,0.0,20,0,6.603873014450073,True,1.1691822695129204,0.10506893272545871,2.432794871181717,1.0703776664376758,3.8112241611555815,2.0690139129816347,2.026129621744861,4.360438325048646,2.5391378539247684,2.727166493493963,0.6414800395365661
63,250000138.08988643,0.75,138.08988642468495,20,15,2.8902792930603027,True,2.6623130145123137,0.1427113026127143,2.2979248433153305,3.283899915443351,3.4540350695323645,2.789773952112788,1.663204302985649,3.5195608912448746,2.9399786346297123,2.9120924304673137,0.8508446215348926
64,146.67982447641995,1.0,146.67982447641995,20,20,1.1249799728393555,True,1.309056994565123,0.08307697751487515,2.4517551102215847,2.6750984454045312,4.655774436391141,2.265024648030207,1.7989232829549433,3.712252453494517,2.628307088526257,2.4270643151821414,1.451931693626025
65,298.48145456402466,1.0,298.48145456402466,50,50,9.090192556381226,False,2.02130463189074,0.1294724054897639,2.2052963251571858,3.973704655906235,4.0379802876356985,1.8033241985571398,1.3661995238178075,5.169387670414645,2.418769303646007,2.5590985695325688,0.39580929986031776
66,297.63745088014366,1.0,297.63745088014366,50,50,9.041440486907959,False,1.9933162825020523,0.13460881496424754,1.9557130681225674,4.027803770042597,4.105753898233337,1.808489675670359,1.3338466446800443,5.037388189705931,2.8224446316107956,2.6203684295542713,0.39999361519382337
67,149.6744949350462,1.0,149.6744949350462,20,20,1.1321685314178467,True,2.0662184376388666,0.1556845337489164,1.6884121285928622,4.120326651347605,4.101710556062008,1.8053254088212765,1.314724569320282,5.113076019636899,2.480780719925761,2.6338891699617832,0.029433482687693524
68,250000135.4612979,0.75,135.46129789505534,20,15,2.9434733390808105,True,1.7123941147661315,0.18953365541002581,1.4775407427708642,3.0151361532143395,4.766514443150668,1.4693453289012928,1.528987634278534,5.915194988665227,2.370849218720613,2.7885137319521176,0.25338493853071176
69,295.98432646056295,1.0,295.98432646056295,50,50,9.09861946105957,False,2.475506088256654,0.13125411448573304,2.157137686762239,2.4487049050141634,4.307718155786647,1.965269909220325,0.9647530770968944,5.167787541344873,2.8933106291095125,2.4978191383127504,0.3770400813420778
70,148.84883836945517,1.0,148.84883836945517,20,20,1.127976417541504,True,2.738450200565359,0.13341794976968527,1.9229998503147896,2.17481059480199,5.377323017672263,1.6454586485367968,1.1506998166813804,5.060385756653861,2.878888548439979,2.508768948538242,0.3802388870462502
71,145.5980930481921,1.0,145.5980930481921,20,20,1.142679214477539,True,2.335345139049707,0.16747339758282917,2.2120079051503168,2.4148210131826477,4.283518321565563,1.9354415313294857,0.9783171936224786,5.604985463306908,2.576600476358429,2.285454597696449,0.12499120828637106
72,296.4947418001901,1.0,296.4947418001901,50,50,9.090227603912354,False,1.4938568607093612,0.12054573022408215,1.9256193934615808,1.4736645333745795,5.092404983884046,2.42443716264928,1.4608572935220883,4.485507282439731,2.714161656991897,2.145162924901986,0.26349611032394715
73,296.1031695588604,1.0,296.1031695588604,50,50,9.247600317001343,False,1.9059073230675188,0.12183475418168749,2.131622360306649,1.3567248920796209,5.07579599478407,2.5347816543204225,1.505382522003043,4.516315299704194,2.9785067169802377,2.0405336927732742,0.4908514473392746
74,293.20944282373944,1.0,293.20944282373944,50,50,9.145025730133057,False,1.9218832832215302,0.1287635173252644,2.144205727280028,1.4336494878705817,5.8985768469632145,2.4261676720205765,1.472342287519219,4.829464655869898,2.957229604947307,2.0560470487113536,0.48515753698662284
